pathway	consistency	p-value	FDR
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN	0.0	1.0	1.0
PAL_PRMT5_TARGETS_UP	0.0	1.0	1.0
PAL_PRMT5_TARGETS_DN	0.0	1.0	1.0
PALOMERO_GSI_SENSITIVITY_DN	0.0	1.0	1.0
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	0.0	1.0	1.0
PACHER_TARGETS_OF_IGF1_AND_IGF2_UP	0.0	1.0	1.0
OZEN_MIR125B1_TARGETS	0.0	1.0	1.0
OZANNE_AP1_TARGETS_UP	0.0	1.0	1.0
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	0.0	1.0	1.0
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	0.0	1.0	1.0
OUYANG_PROSTATE_CANCER_MARKERS	0.0	1.0	1.0
OUILLETTE_CLL_13Q14_DELETION_UP	0.0	1.0	1.0
OUILLETTE_CLL_13Q14_DELETION_DN	0.0	1.0	1.0
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	0.0	1.0	1.0
OUELLET_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	0.0	1.0	1.0
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	0.0	1.0	1.0
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	0.0	1.0	1.0
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_DN	0.0	1.0	1.0
PARK_HSC_VS_MULTIPOTENT_PROGENITORS_UP	0.0	1.0	1.0
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_DN	0.0	1.0	1.0
PARK_OSTEOBLAST_DIFFERENTIATION_BY_PHENYLAMIL_UP	0.0	1.0	1.0
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	0.0	1.0	1.0
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	0.0	1.0	1.0
PEDRIOLI_MIR31_TARGETS_UP	0.0	1.0	1.0
PEDRIOLI_MIR31_TARGETS_DN	0.0	1.0	1.0
PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2	0.0	1.0	1.0
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7	0.0	1.0	1.0
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_6	0.0	1.0	1.0
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_5	0.0	1.0	1.0
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4	0.0	1.0	1.0
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_3	0.0	1.0	1.0
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	0.0	1.0	1.0
PECE_MAMMARY_STEM_CELL_UP	0.0	1.0	1.0
PECE_MAMMARY_STEM_CELL_DN	0.0	1.0	1.0
PEART_HDAC_PROLIFERATION_CLUSTER_UP	0.0	1.0	1.0
PEART_HDAC_PROLIFERATION_CLUSTER_DN	0.0	1.0	1.0
PATIL_LIVER_CANCER	0.0	1.0	1.0
PASTURAL_RIZ1_TARGETS_UP	0.0	1.0	1.0
PASTURAL_RIZ1_TARGETS_DN	0.0	1.0	1.0
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	0.0	1.0	1.0
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN	0.0	1.0	1.0
PASINI_SUZ12_TARGETS_UP	0.0	1.0	1.0
PASINI_SUZ12_TARGETS_DN	0.0	1.0	1.0
PARK_TRETINOIN_RESPONSE_AND_RARA_PLZF_FUSION	0.0	1.0	1.0
PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION	0.0	1.0	1.0
PARK_TRETINOIN_RESPONSE	0.0	1.0	1.0
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	0.0	1.0	1.0
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_UP	0.0	1.0	1.0
LIU_LIVER_CANCER	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_P27_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PLASMIN_MEDIATED_ACTIVATION_OF_LATENT_TGF_BETA	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PKR_EIF2ALPHA_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PKA_HOLOENZYME	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PDL_PD1_SHP_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_P4_PR_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_P4_PR_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_P16_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PRL_JAK_STAT_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_P15_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_OUTER_KINETOCHORE	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_OKAZAKI_FRAGMENT_MATURATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG7_TO_ALG11	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_ALG6_TO_OST	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_N_GLYCAN_BIOSYNTHESIS	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NUCLEAR_INITIATED_PROGESTERONE_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NOTCH_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_FIBRINOLYTIC_SYSTEM_PAI	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RETROGRADE_AXONAL_TRANSPORT	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RELN_VLDLR_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_TNF_NFKB_SIGNALING_PATHWAY_LUBAC_MEDIATED_LINEAR_UBIQUITINATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_SERCA	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_NLRP3_INFLAMMASOME_SIGNALING_PATHWAY_NLRP3_INHIBITION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_SPRED_AND_NF1	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_RAS_UBIQUITINATION_BY_CUL3_COMPLEX	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_RASGAP	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PTP	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_PATHWAY_ADAPTOR_PROTEINS	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_MRAS_SHOC2_PP1_HOLOPHOSPHATASE	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_FIBRINOLYTIC_SYSTEM_C1INH	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_EXTRINSIC_APOPTOTIC_PATHWAY_XIAP	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_COMPLEMENT_CASCADE_MAC_INHIBITION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_REGULATION_OF_COMPLEMENT_CASCADE_CFHR	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RAD51_DSDNA_DESTABILIZATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RAC_CDC42_PAK_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PYRIN_INFLAMMASOME_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_HYPOXANTHINE_GUANINE_TO_IMP_GMP	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_ADENINE_TO_AMP	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PTH_PTH1R_PKA_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_PROMOTION_OF_MICROTUBULE_GROWTH	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NRG_ERBB4_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NOTCH_PROTEOLYTIC_ACTIVATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LESION_BYPASS_BY_TLS_AND_DSB_FORMATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MAGI_PTEN_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LPA_GNAQ_11_RHOA_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LIGHT_HVEM_NFKB_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LHCGR_GNAS_PKA_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LEWIS_X_ANTIGEN_BIOSYNTHESIS	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LEUCINE_DEGRADATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_POMT_TO_POMK	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_FIBRINOGEN_TO_FIBRIN	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_KITLG_KIT_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_KISS1_KISS1R_PLCB_PKC_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_KERATAN_SULFATE_DEGRADATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MANNOSE_TYPE_O_GLYCAN_BIOSYNTHESIS_FKTN_TO_LARGE	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NOTCH_MESP2_SIGNALING	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MODIFYING_OF_CONDENSIN_II_SUBUNITS	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NOTCH_LIGAND_UBIQUITYLATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NON_HOMOLOGOUS_END_JOINING	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NON_CANONICAL_INFLAMMASOME_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NOD_NFKB_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NODAL_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NLRP3_INFLAMMASOME_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NLRP1_INFLAMMASOME_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NLRC4_INFLAMMASOME_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NALP12_INFLAMMASOME_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_NAD_BIOSYNTHESIS	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MYOSTATIN_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MODIFYING_OF_CONDENSIN_I_SUBUNITS	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MLK_JNK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MGLUR1_TRPC3_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MEVALONATE_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MEMBRANE_INITIATED_PROGESTERONE_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00536	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RIG_I_IRF7_3_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RIG_I_NFKB_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RORA_MEDIATED_TRANSCRIPTION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P27_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_DUPLICATION_OR_MUTATION_ACTIVATED_FLT3_TO_JAK_STAT_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_DELETED_DMD_TO_DYSTROPHIN_ASSOCIATED_PROTEIN_COMPLEX	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_CDX2_OVEREXPRESSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_BCR_ABL_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_BCR_ABL_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_BCL2_OVEREXPRESSION_TO_INTRINSIC_APOPTOTIC_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_REL_TO_TRANSCRIPTION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_DUPLICATION_OR_MUTATION_ACTIVATED_FLT3_TO_RAS_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYCN_TO_TRANSCRIPTIONAL_REPRESSION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYCN_TO_TRANSCRIPTIONAL_ACTIVATION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MET_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MDM2_TO_P21_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_CDK4_TO_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_CCNE_TO_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AMPLIFIED_CCND1_TO_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_AML1_ETO_FUSION_TO_PU.1_MEDIATED_TRANSCRIPTION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_DUPLICATION_OR_MUTATION_ACTIVATED_FLT3_TO_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_EGFR_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_BRAF_TO_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_MLL_ENL_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_MET_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_LOSS_OF_RASSF1_TO_RAS_RASSF1_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_LOSS_OF_NKX3_1_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_LOSS_OF_CDKN1B_TO_P27_CELL_CYCLE_G1_S	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_LMO2_REARRANGEMENT_TO_TRANSCRIPTIONAL_REPRESSION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_LMO2_REARRANGEMENT_TO_TRANSCRIPTIONAL_ACTIVATION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_HRAS_OVEREXPRESSION_TO_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_FUS_DDIT3_FUSION_TO_NFKB_MEDIATED_TRANSCRIPTION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_EWSR1_WT1_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_ESR1_POSITIVE_TO_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PLCG_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_JAK_STAT_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_ACYLATION	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_TGFA_EGFR_PI3K_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_TLR4_IRF3_7_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_TLR3_NFKB_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_TLR3_IRF7_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_TLR3_IRF3_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY	0.0	1.0	1.0
KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY	0.0	1.0	1.0
